screen_name	created_at	text	location	followers_count
gail28555256	2021-02-08 17:41:40	"@CoryBMorgan @sidljon Even Quebec companies are having Covid funding problems. Medicargo had a plant based protein vaccine entering final trials.2013

https://t.co/nTWh0GF1E4 2020 funding despite making into press verbiage in 2020, zero funding: https://t.co/7D5MI7D8NF story: https://t.co/J5p3cs2rPu"	Ontario, Canada	98
Dominika_Art	2021-02-08 17:41:37	"Polish ppl have balls ! <U+0001F1F5><U+0001F1F1><U+0001F1F5><U+0001F1F1><U+0001F1F5><U+0001F1F1> Or at least this guy have ! He wont close his buisness and he will sue this cops ! #covid19 #reopen #restaurant #menchester #uk #polish #poland 

https://t.co/NN69mqLFp5"	Stockholm, Sweden	49
ProfMakris	2021-02-08 17:37:02	It is interesting that the UK government is now raising the issue of booster #COVID19 vaccines (containing the new mutations) in the Autumn of 2021. UK population 66million, already bought 400million #COVID vaccines and today it bought another 50m from another manufacturer.	Sheffield, UK	5812
ProfMakris	2021-02-08 17:30:02	Important information (if true) from Jonathan Van-Tam, UK Deputy CMO. Based on modelling, the South African variant will not displace the new UK variant as the dominant virus in the UK. Let's hope this is true. We will not know for a few weeks.  #COVID19 https://t.co/5DyQDJzpN7	Sheffield, UK	5812
ProfMakris	2021-02-08 17:41:33	The total number of the South African #COVID19 variant cases in the UK so far is 147. @MattHancock mentioned that none were identified in the last 2 days. I expect it is more widely spread but, at least so far, it is not spreading exponentially.	Sheffield, UK	5812
wesrap	2021-02-08 17:41:29	Corpus Christi Fire Dept has now vaccinated 851 seniors in five days, with plans to continue serving seniors with a new hotline once the department is provided with more vaccines, <U+2066>@maggie_glynn1<U+2069> reports. #COVID19 #txlege https://t.co/Ad9k0Eht8o	CA <U+2192> TX	6440
BrighidsForge	2021-02-08 17:41:25	"@MairavZ @coffeespoonie Not only astounding but dismaying.  Regardless of politics, ethnicity, religion or any other ""distinction"", everyone should have equal access to the #COVID19 vaccine and other other public health care or precautions."	Middle Earth (FL)	1976
Titleixbaby	2021-02-08 17:41:21	No mask. #RIP #Covid19 https://t.co/xE23i0Q97H	Middle Age.	2073
JamesJJRyan	2021-02-08 17:41:19	@CP24 The @cancivlib has demanded Canada place individual rights of entitled individuals to sun vacations over the group rights of Canadians to public health. #COVID19 #CCLA #CharterofRights	Ontario	2575
uwdgh	2021-02-08 17:41:16	Our new in-depth report out on #COVID19 variants is out! Check out the full report here: https://t.co/ckxjziML56 https://t.co/mswVWaZokN	Seattle, WA	12830
EWillaSimpson	2021-02-08 17:41:12	"Republican Rep. Ron Wright of Texas is first sitting member of Congress to die of Covid.

He contracted Covid in January.

His final vote was AGAINST impeaching Trump.

#History  #COVID19 

https://t.co/LNossTfnY7"	""	699
MurfAD	2021-02-08 17:41:10	"11 new cases of #COVID19 in N.L., all in Eastern Health region.
https://t.co/j3nHaUnZZj https://t.co/k83952G1WC"	Canada	5197
rationalhuman1	2021-02-08 17:24:16	As soon as vulnerable &amp; high risk have been 'vaccinated' (2 Doses) society has to return to 'normal'. There is no justification for continued lockdowns. Fallout from economic and mental well-being, missed treatments &amp; interventions will be more devastating than #COVID19	""	424
rationalhuman1	2021-02-08 17:41:07	Discuss. If you are &lt;40, healthy &amp; fit, with no conditions or situations that may put you at extra risk, you do not NEED a vaccine for #covid19. 0% risk from infection. High asymptomatic %. Once/If you've had covid, you have immunity. 'Vaccinate' the very old /very fat /very ill.	""	424
SHWC	2021-02-08 17:41:06	"Cases in the last 7 days
839,344
Update: Feb 7 2021 12:25PM 
#coronavirus #COVID #COVID19 #WearAMask
https://t.co/UEfJxpzH6x"	New York	338
hans_kluge	2021-02-08 17:41:05	".@WHO_Europe &amp; @IFRC_Europe work together in many areas
E.g. for #COVID19:
<U+0001F1F0><U+0001F1EC> Distributing accurate information
<U+0001F1F7><U+0001F1FA> Joint briefing
<U+0001F1E7><U+0001F1FE> Buying PPE &amp; respirators
Will be good to collaborate further on migrant health mental health &amp; PHC
<U+0001F64F>@BirgitteEbbesen
#UnitedActionForBetterHealth https://t.co/9DSurkX2XE"	""	13993
funky5mab	2021-02-08 17:41:02	"@RepMullin @RepRonWright From #covid19, which you refuse to wear a mask to protect others. 
What if you were an asymptotic carrier and gave it to him?
Stop with your pandering MarkWayne."	Tulsa, OK	726
amykatherine	2021-02-08 17:41:02	Many good decisions coming from @ASlavitt and team on #COVID19 But please include younger kids in the #vaccine trials now! All parents (and people related to parents <U+0001F914>) will thank you. Those trials will only get slower, harder to run, and more expensive the longer we wait.	California, USA	596
CHEManager_EU	2021-02-08 17:41:00	.@JNJNews has applied to the @US_FDA for an Emergency Use Authorization (EUA) for its single-dose viral vector #COVID19vaccine. The FDA will discuss the application with its advisory committee at a meeting on Feb. 26. #covid19vaccines #covid19  https://t.co/kIxDYvBbtJ	Weinheim, Germany	3515
Karen_InMuskoka	2021-02-08 17:40:52	"Classic battle btw Church &amp; State? Who is the higher Magistrate? #nomorelockdowns #cleanthesilt on the North Saskatchewan @LibertyCCanada 
Edmonton-area church continues to defy public health orders, questioning COVID-19 restrictions. https://t.co/4C0XQnws9t"	Muskoka, Ontario 	47
FelixTse11	2021-02-08 17:40:49	"Time for another #COVID19 vaccination #MythVsFact!
#MYTH: The vaccines can give me #COVID19 and make me sick.

#FACT: The vaccines do not contain any virus at all, and cannot cause the illness that they are designed to prevent. (Via @HRHospital ) https://t.co/ymYjDKDdin"	""	87
TheNCTRC	2021-02-08 17:40:44	"Join us on Wednesday, February 10 at 11 AM PT for Session 1 of the February NCTRC Telehealth Hack Webinar Series!

Topic: FQHC Program Models Post-COVID

Register here: https://t.co/9uLZsDrErd

#telehealth #Hack #webinar #COVID19 #FQHCs https://t.co/p0Kw10V8fO"	""	894
OCHINinc	2021-02-08 17:40:43	Join @LGBTQIAHealthEd tomorrow at 12pm ET for a discussion on health equity during #COVID19, including unique challenges &amp; best practices for culturally responsive care. Register here: https://t.co/LyE34ggcAp	Portland, Oregon	1162
ethelfleda29	2021-02-08 17:40:39	Over the course of today I've developed a sore throat, headache and a bit of a cough. Doesn't exactly scream covid19, but there is definitely a whisper. At this point I think, maybe I should order a test as a precaution.  Gov website instructs me not to	""	213
GrobisR	2021-02-08 17:40:33	Most probably from #COVID19 , not from old age...! https://t.co/pPp8dvwpn3	""	318
4fitnesshealthy	2021-02-08 17:40:32	Europe Weight Loss and Obesity Management Market 2021 Analysis by Latest Covid19 Corona Virus Impact Positioning of Key Vendors | Ajinomoto Co.,Inc., Herbalife International of America, Inc., Nestlé SA, PepsiCo – KSU | The Sentinel Newspaper - KSU | The… https://t.co/enH0tXbTWw	New York	4780
like_argue	2021-02-08 17:40:27	@JoeBiden has been president for a month, hasn't released the 2000 dollar checks he said he would instantly. However 63 thousand Americans have died from covid19 in his presidency.	""	1451
MyChiPlc	2021-02-08 17:40:23	"Get cracking this year. The time to buy a fire and burglary insurance to keep your properties safe is now.

https://t.co/HHasi0oif4

https://t.co/AUZUmAfxLl

#Insurance #InsuranceBroker #Covid19 #FireInsurance #BurglaryInsurance #LoveItInsureIt #IfYouLoveItInsureIt #SafetyFirst https://t.co/qOi6X13f32"	Abuja. Lagos. PH. Kano. Onisha. Warri. Aba. Calabar. Akure. kaduna. Enugu. Calabar. Ibadan. Owerri.	9523
DrawSmileyFaces	2021-02-08 17:40:18	@sydd_lynn11 @creamhouseCA @jkenney Want? We literally should be opened up. What this has cost us in lives, society &amp; livelihoods is not justifiable for the risks Covid19 presented to the general population. Waiting on experimental vaccinations for an illness that stands no chance of killing 99% of us is crazytown. https://t.co/MsTo7c8Igi	Canada	43
CQualtro	2021-02-08 17:40:11	Over the past year I’ve heard from families about the challenges they are facing regarding school. To ensure students and staff are protected from #COVID19, we just  announced new fed. money from the Safe Return to Class Fund. More than $242M is being invested right here in #BC. https://t.co/3IagMljba7	Delta, BC	24102
GettingGophery	2021-02-08 17:40:08	86% of vaccines are given within 3 days of being distributed.   96% are in an arm within a week. There's something weird going on with CVS and Walgreens which account for almost all of the vaccines taking longer than a week to give https://t.co/RjASZadPB8	Minneapolis, MN	1399
GettingGophery	2021-02-08 17:34:36	"(you can see the vaccines given per day here https://t.co/RjASZadPB8)

So no, Minnesota doesn't have a distribution problem at all, and the state can't give vaccinations it doesn't have."	Minneapolis, MN	1399
CambUP_Psych	2021-02-08 17:40:08	"'The collection aims to promote novel findings and provide a useful source of key papers on COVID-19 from epidemiological, clinical and biological studies.'

Read the #OpenAccess collection from European Psychiatry: https://t.co/YFWsMc82CD @EP_Editors #COVID19 https://t.co/d6HBDMt5OJ"	Global	5496
M_Star_Online	2021-02-08 17:40:07	The sickness is the system: The Covid crisis has been brought about by the bumbling of an inept Prime Minister but a rush back to the classrooms is not the answer, writes NEU rep ROBERT POOLE https://t.co/47mhUqsejR #NEU #Covid19 #Schools	London	51033
mykill	2021-02-08 17:40:06	Rep. Ron Wright (R-TX 06) died at 67 of #COVID19. He was silent about his health challenges as a matter of stoicism; would he ever have acknowledged the danger this virus posed to his life if he had managed to hang onto it? https://t.co/G1gA7RtzIO	FL<U+039B>RE	1655
gorskon	2021-02-08 17:40:06	@noorchashm @drWilliamLordan Why on earth would you screen before the second shot? In fact, I'd be worried if I *didn't* have detectable #COVID19 antibodies after the first shot. I'd be worried that the first dose didn't work.	Michigan, USA	56269
10NewsAarons	2021-02-08 17:40:05	"Nearly 500,000 #COVID19 #Vaccines given out in @SanDiegoCounty. But who's paying for all of it? ABC @10news follows the money...
https://t.co/eVaKP7EVzs"	San Diego, CA	2482
MedProProtector	2021-02-08 17:40:05	COVID-19 Risk Not Equal for All Critical Care Staff https://t.co/DCO8GZuJ0j via @medpagetoday #COVID19	Fort Wayne, IN	3229
prf3ct_stranger	2021-02-08 17:40:05	@TheNationalNews Finally. Vaccines should not be a one size fits all, especially in case of virus (Covid19).	Tanzania, East Africa.	3135
jamesjgriffin	2021-02-08 17:40:04	"How to get off the couch now that the pandemic's end is in sight.

#motivation #COVID19 https://t.co/oAHsxmmflA"	San Diego	1566
IFPRI	2021-02-08 17:40:03	"A new @FoodBizAfrica article highlights the €1 million that @IFPRI has received from @EU_Commission to support the #agriculture pillar of #Rwanda's National Economic Recovery Plan for #COVID19 in #Rwanda! <U+0001F4B6> Read more <U+0001F447> @IFPRI_WCAO 

https://t.co/fDOv31P69d"	Washington, DC	109471
BordGaisEnergy	2021-02-08 17:40:00	"During this period, we are committed to leaving no one in the cold <U+2744><U+FE0F>
We will continue to carry out essential service and repair work with a robust set of procedures to adhere to Government &amp; HSE guidelines. 

Visit https://t.co/nAxqq7ABmM for more information."	Ireland	26225
MPRnews	2021-02-08 17:40:00	"The newest COVID-19 data continues to show Minnesota on a positive path, with active cases, hospital admissions and deaths holding at or near their lowest levels since the fall.

https://t.co/vhI7KqadnP"	Minnesota	277920
RTUKnews	2021-02-08 17:40:00	"""An inquiry was needed after the first wave, but then we had the second wave which resulted in even more deaths, so clearly lessons hadn't been learnt.""

Dr @JPuntis explains why he's part of a group pushing for an inquiry into #Covid19 ahead of the government's report. https://t.co/9qpsddvFGj"	London, England	94358
SharonRaynor4	2021-02-08 17:39:58	"@MarioRacer @laurenboebert Trump was a racist birther. Never forget those facts.
Trump blamed Obama for everything. 
I remember that tweet he sent after 2 people died from Ebola. Trump asked Obama to resign.
Trump allowed over 400,000 to die from Covid19."	""	367
1xbet_Sports	2021-02-08 17:39:55	"#FaCup #MUNWHU

#ManUtd vs #WestHam

Place your bets with #1xBet
<U+0001F449>https://t.co/EGIC3vIY5H

*Get a Bonus up to $130

Use #PromoCode <U+0001F449>5050

#Football #Sports #freebet #COVID19  #BTC #ifb #PL #MUFC #TeamParieur #inplay #Liverpool #MatchDay #futbol #bet365 #PremierLeague
@BlazedRTs https://t.co/0jomTjAIl7"	CODE PROMO 1XBET  <U+0001F449>5050	703
doritmi	2021-02-08 17:39:53	"Reminder: we knew fake side effects from #covid19 #vaccines are coming before the vaccines were out. 

https://t.co/B5TuRsAfZA"	Bay Area, CA	9376
CinemaKimber	2021-02-08 17:39:52	Here's the thing @POTUS ... if you put an income restriction on #covid19 aid, I'll put a restriction on my vote for a #democrat next time <U+0001F612>	""	5
Mark87493395	2021-02-08 17:39:51	@grantshapps #Cummings. The man who will go down in #Covid19 history as being responsible for reduced national buy-in to #StayHomeSaveLives messaging. Fully supported by @GOVUK sadly.	Yorkshire and The Humber	33
keiranotooleUK	2021-02-08 17:39:51	Absolutely gutted my #Malta holiday has been cancelled due to #covid19, but totally understand. Massive thanks to @OntheBeachUK for contacting me and explaining the options I have, really great service. That’s why I use you time and time again. <U+2B50><U+FE0F> #holiday	Isle of Wight <U+0001F1EC><U+0001F1E7>	401
NebToday	2021-02-08 17:39:33	#Nebraska U. has expanded its in-house contact tracing team to 50 faculty and staff. The volunteers come from all corners of campus, including Student Affairs, academic colleges and a variety of other units. https://t.co/fhUOhfdcrW #UNL #COVID19	Lincoln, Neb.	26244
RobertBenchley	2021-02-08 17:39:27	Great #COVID19 interview on @majorityfm with @drdery today. Wondering if updated precaution graphics can be reposted or where we might get them? Thanks, Majority Report &amp; Dr. Dery.	At a round table in limbo	255
1952_frank	2021-02-08 17:39:23	"@GovAndyBeshear ""Beginning today, all Ohioans age 65+ are eligible to receive the #COVID19 vaccine.""  BUT NOT IN KY.
It's not worth watching your BS sessions.  All it is, is you claiming to be doing a great job when all you are doing is for your political choices while sacrificing the seniors"	""	1
SCWCC	2021-02-08 17:39:21	"El Paso County moved to Level Yellow over the weekend. How does this impact your business?

#SCWCC #ElPasoCounty
https://t.co/n2N1B9qMPq https://t.co/LOO5hSZX8D"	Colorado Springs, CO	368
MonaFortier	2021-02-08 17:39:20	Productive roundtable this morning with @BardishKW, @RajSaini4kitCen, @TimLouisKitCon, @_BryanMay and members of the Kitchener-Waterloo Region. We discussed their priorities for #YourBudget2021. We will work together to build a stronger &amp; resilient economy after #COVID19. https://t.co/uTk3gQP42H	Ottawa	9572
Daz_Gizmo	2021-02-08 17:39:19	"@OctobreLeraisin @DNA_D0C @GurshSangha @_NatashaDevon @Baddiel 2/3 Cont…
Brexit - https://t.co/QP6w39UZzP
Covid - https://t.co/kZ9jwbkvxn
EU - https://t.co/VXYtKrtlQa
Farage - https://t.co/Wtl1nNirFu
Fear - https://t.co/MDUFbu8l4F
Lockdown - https://t.co/dD4kxl38gf"	Nottingham	811
awefund2020	2021-02-08 17:39:17	We've reached 18% of our fundraising goal! Check out the day's latest additions and bid on an item or two (or more!) to support archival workers in financial distress due to #covid19 #mutualaid #solidarity #auction4awefund #take2 https://t.co/Y0ET8holw9 https://t.co/I6egFi8WgJ	The Forever Zoom	285
kanuraGB	2021-02-08 17:39:16	"@Elyntunz @AfricaFactsZone What #covid19 !

What about #malaria or other illness?
Why covid?"	Burundi	5914
mattholland85	2021-02-08 17:39:14	"Here’s a Snow Mancock to cheer you up whilst you listen to Matt Hancock

 #DailyBriefing 
#coronavirus #COVID19 #DowningStreetBriefing https://t.co/CByYR28vBE"	Southend-on-Sea, East	123
physio_sian	2021-02-08 17:39:13	Time to play some serious vaccine Whac-A-Mole with #COVID19 before too many other variants pop up!	Discovery	56
bfrist	2021-02-08 17:39:12	"@PremierHA CEO Susan DeVore saw the weaknesses in our healthcare #supplychains years before #Covid19 hit, &amp; did something about it. Hear how this all-star CEO has stayed ahead of the curve on this week’s @ASOpodcast: https://t.co/EsIlnE6kzl

@DeVorePremier #pandemicpreparedness https://t.co/IxC4IBrPk6"	Nashville, TN	15884
andrewgregory	2021-02-08 17:39:12	Contact @NHS if you haven’t had #COVID19 vaccine, over-70s are urged https://t.co/bOQiFLeFei	London, England	7873
charliemuss	2021-02-08 17:39:11	In terms of potential Covid19 virus spread, aeroplanes and buses are perceived to be the riskiest transport modes, while avoidance of public transport is consistently found across the countries. https://t.co/P7MLaHYZII	Swansea, uk	2970
GeoRebekah	2021-02-08 17:39:09	"@thecovidmonitor updates to Texas and Utah #COVID19 cases in K12 schools brings the total for all 29 reporting states to:

6<U+20E3>4<U+20E3>3<U+20E3>,6<U+20E3>1<U+20E3>0<U+20E3> student and staff cases in USA schools this school year.

Learn more: 
https://t.co/XfRuPHbwmf"	Washington, DC	375971
percayai	2021-02-08 17:39:06	"You can hear more from Allyson today on @STLonAir at noon CST. 

Stream the show live: https://t.co/xxV3f5Z55L 

#AI #DrugDiscovery #COVID19 https://t.co/OI3Fmy5ACp"	St. Louis	59
news_ghana	2021-02-08 17:39:06	#Health #collaborate #Covid19 Sissala East health directorate to collaborate to sustain improved delivery https://t.co/Pdp46zfBd7 https://t.co/OmGSFkxb1E	Accra, Ghana	34016
HRHospital	2021-02-08 17:39:06	"Time for another #COVID19 vaccination #MythVsFact!
#MYTH: The vaccines can give me #COVID19 and make me sick.

#FACT: The vaccines do not contain any virus at all, and cannot cause the illness that they are designed to prevent. https://t.co/CwQrfCpURq"	Toronto, Ontario	3622
GailYentaBeck	2021-02-08 17:39:00	#COVID19 disproportionately affects children and youth with special needs: B.C. report | https://t.co/YYUMvVHQc4 https://t.co/TtpdzdBSSp #YouthMentalHealth	Ottawa,Canada	5957
NINR	2021-02-08 17:38:57	Looking for #COVID19 resources in Spanish? The #NIH’s new Spanish #COVID site features reliable health information on testing, treatments, vaccines, and clinical trials. https://t.co/3ombWVHN1l	Bethesda, MD	7774
Battered1	2021-02-08 17:38:53	I am keen to know what exactly Mr Hancock understands about vacation of front line staff, he did not answer the question about police and I would ask the same for prisons. Putting staffs lives at risk every day as well as their families. We can’t work from home.  #COVID19	""	149
JamesRichardsSV	2021-02-08 17:38:51	"A win for businesses denied business interruption coverage for COVID19 related losses 

https://t.co/QwCGLIiGon"	Vancouver	47
BansonMike	2021-02-08 17:27:06	@maxfawcett @PierrePoilievre @CPC_HQ Does the low unemployment rate reflect people who got sick and died, in the millions, and were simply replaced by unemployed healthy people who stayed home while others worked themselves to death or illness due to #Covid19?	""	143
BansonMike	2021-02-08 17:38:49	@Mikeggibbs Considering Ontario has one of the highest numbers of #Covid19 cases in the Country, and you are sitting on $6 Billion of unspent Federal Money, Given to you by the Federal Liberals, shouldn't you give that money back so OTHER provinces can do, what you seem unwilling to do?	""	143
JhessicaTor	2021-02-08 17:38:45	Latino Leaders speaks with Heather Nesle, President of the New York Life Foundation, about the #BraveofHeartFund and how the Latino community and others who have been hit the hardest by #COVID19 can apply for assistance. https://t.co/DxeDwoccrZ https://t.co/qu8Ztx3doe	Los Angeles, California	1
laraysports	2021-02-08 17:38:45	@ajinomoto_crim Everyone is getting very tired of this COVID19 shit. I wish it would just go away!	Los Angeles	126
ahemobile	2021-02-08 17:38:43	Brace yourself: Long-haul travel may not get going until 2023 https://t.co/w1mESGK6j6 via @TravellerAU	Victoria BC, Canada	683
Homelessemo4	2021-02-08 17:38:43	"@daveram00378814 @PowderhornPops @CyndiLeea @SallyMayweather https://t.co/2lDmAaAYhw
You can just, like, google ""efficacy of lockdowns."""	Fl	79
ChristySocal93	2021-02-08 17:38:34	The power of collaboration, breakthrough science, and preclinical models. Congratulations to all the authors on #Nature pub of preclinical results that contributed in the fight against the #COVID19 pandemic. #ScienceWillWin #PfizerProud #PFEColleague https://t.co/UOiUBGYta6	""	34
MRK_POLLACHI	2021-02-08 17:38:32	"On Sunday:

Kerala where Rahul Gandhi is an MP from: 5942 new COVID19 cases.

Maharashtra which has Rahul Gandhi's alliance govt: 2768 cases.

Remaining 26 states &amp; 8 UTs: 3349 cases collectively.

No wonder Rahul &amp; Congressis have almost stopped talking about Corona Virus now!"	Pollachi, Tamilnadu, India	53
FWorldcitizen	2021-02-08 17:38:30	"@gpovanman FACTS=
1. EU<U+0001F1EA><U+0001F1FA>priority must be SAVE LIVES &amp; DEFEAT the COVID19 Intl Public health crisis. Representative Borrell Congratulations!
2. Navalny's case can be analysis in a friendly dialogue with <U+0001F1F7><U+0001F1FA>Russia.
3. A change in the unproductive:
EU<U+0001F1EA><U+0001F1FA><U+0001F1F7><U+0001F1FA> Russia relations is necessary."	""	168
SolihullUpdates	2021-02-08 17:38:26	Health Secretary Matt Hancock says a total of 91% of over-80s have been vaccinated against #COVID19. https://t.co/Z5pvnGw1qb https://t.co/Pk1eO1S4YZ	Solihull	16799
AndreaFakeDiaz3	2021-02-08 17:38:26	@atrupar I don't recall @pdoocy asking @kayleighmcenany, the liar, about the dire situation the economy was in that Trump caused because of his willful negligence and inept respond to COVID19.	""	47
KarlyShorter	2021-02-08 17:38:26	"Imagine asking for your safety to be a priority at your place of work and being told no because you’re less likely *to die* than someone who likely doesn’t have to go to work at all. And you’re not worth the “expense.” 

#scpol #covid19 #covidvaccine #scfored #redfored"	South Carolina, USA	105
Sciency_Jax	2021-02-08 17:38:21	"Wrote an editorial - Mass Spectrometry and COVID-19: Characterization and Diagnostics 
(lots of cool work out there but can't cover everything so this is a short summary) 
#massspectrometry #viruses #SARSCoV2 #SpikeProtein #COVID19 
https://t.co/4XyCzclPp7 https://t.co/SMgSsXjBti"	Canada, UK, Guyana <U+0001F30E>	759
RenaissanceXM	2021-02-08 17:38:16	"Wright represented the area that raised me. He believed in the same rhetoric that helped #COVID19 spread nationwide. His is the 1st COVID death of a sitting Congress member.

I hope @JohnCornyn @tedcruz @GovAbbott finally take COVID seriously. #ThisIsTexas
https://t.co/32e4tEHEUZ"	Austin, TX	1049
HealthMiddlesex	2021-02-08 17:38:03	No one tool alone is going to stop the #COVID19 pandemic. A combination of getting a COVID-19 #vaccine, wearing a mask, staying at least 6 feet away from others, and washing your hands often are all needed. Learn more: https://t.co/iPSUvNwsVZ https://t.co/rdSSTxNxnE	Middlesex County, NJ	154
SydWalker	2021-02-08 17:38:03	"Coronacast, @NormanSwan's daily @ABCNews podcast about #COVID19, is a source of information about the pandemic parallel to official Oz Health Authorities. Both share the same fixation (vaccines) and the same blind spot: highly effective treatments shown to save lives.
#Ivermectin"	Queensland, Australia	3166
JessRenard	2021-02-08 17:38:02	@CraigCaplan #DonTrump should consider heavily having encouraged any mob regarding his supersweepstakes, &amp; the rationality of any swarms but w/ covid19... #TrumpJrs Face HIM.	New Jersey, USA	5792
christopher_clp	2021-02-08 17:38:02	@charlieebentley @SupportBritish Sorry you are  isolating and not getting support . The pandemic is terrible and I got Covid19 which was absolutely horrible. I hope you get more support. I long for our theatre's not just nationally but locally to get more support so that we can keep theatre alive in a safe way	UK	1820
HendrickRanch	2021-02-08 17:37:53	.@PhilTing, the ASES daily rate per child is $8.88. As a result of #COVID19, programs are running longer hours to meet the needs of vulnerable communities. We must do more to sustainably address #equity for students &amp; staff. #COLA #CABudget #CALeg #CaAfterschoolWorks https://t.co/qJuOqauiOW	""	2
HendrickRanch	2021-02-08 17:37:53	.@AsmKevinMcCarty, the ASES daily rate per child is $8.88. As a result of #COVID19, programs are running longer hours to meet the needs of vulnerable communities. We must do more to sustainably address #equity for students &amp; staff. #COLA #CABudget #CALeg #CaAfterschoolWorks https://t.co/Cc78uNROix	""	2
HendrickRanch	2021-02-08 17:37:52	.@cagovernor, the ASES daily rate per child is $8.88. As a result of #COVID19, programs are running longer hours to meet the needs of vulnerable communities. We must do more to sustainably address #equity for students &amp; staff. #COLA #CABudget #CALeg #CaAfterschoolWorks https://t.co/3em4OYl89C	""	2
HendrickRanch	2021-02-08 17:37:14	.@cagovernor, the ASES daily rate per child is $8.88. As a result of #COVID19, programs are running longer hours to meet the needs of vulnerable communities. We must do more to sustainably address #equity for students &amp; staff. #COLA #CABudget #CALeg #CaAfterschoolWorks https://t.co/oArS0n44Yw	""	2
HendrickRanch	2021-02-08 17:37:15	.@PhilTing, the ASES daily rate per child is $8.88. As a result of #COVID19, programs are running longer hours to meet the needs of vulnerable communities. We must do more to sustainably address #equity for students &amp; staff. #COLA #CABudget #CALeg #CaAfterschoolWorks https://t.co/w1iE2KYgre	""	2
HendrickRanch	2021-02-08 17:37:15	.@AsmKevinMcCarty, the ASES daily rate per child is $8.88. As a result of #COVID19, programs are running longer hours to meet the needs of vulnerable communities. We must do more to sustainably address #equity for students &amp; staff. #COLA #CABudget #CALeg #CaAfterschoolWorks https://t.co/tefo70ZzQN	""	2
indofijian	2021-02-08 17:37:52	@SenhorRaposa Really COVID19 kills people. Ask TRUMP he might get confused.	Vancouver, British Columbia	1574
Mygoodfraindt	2021-02-08 17:37:50	"Lots of folks right now looking for the second shot...
#COVID19 #CovidVaccine 
#VaccinesSaveLives https://t.co/PsnHZxBCqf"	""	84
mammothbiosci	2021-02-08 17:37:46	In our latest blog post we describe how our automated, #CRISPR-based, high-throughput #COVID19 #testing platform, DETECTR BOOST™ SARS-CoV-2, can provide testing labs with consistent testing capacity as we face future COVID-19 surges. https://t.co/dusH3hnGvD	San Francisco, CA	3278
lady10314	2021-02-08 17:37:41	These groups been assembling since Trump came to Washington, nothing to do with Covid19, trump been cozying up with them	new york	4822
Ecowas_cdc	2021-02-08 17:37:40	"COVID19 #ECOWAS DAILY UPDATE for 7 February 2021. #StaySafe #PreventionActionsKey #Covid19Out #WearYourMask 

@ecowas_cedeao region:
         2,012 new cases 
              36 new deaths
         2,229 new discharged https://t.co/5afkBNa3jy"	Abuja, Nigeria	18406
Rucian13_	2021-02-08 17:37:35	@allahnoorkhan4u @KarzaiH A Vaccine doesn't cure disease. Its mostly to prevent getting a certain disease. Personally I don't trust these covid19 vaccines but I have no choice but to trust them	Kerala <U+0001F1EE><U+0001F1F3>/Any pronouns 	448
tamale_pi	2021-02-08 17:37:32	"@molesuk Support @PCRM for alternatives to animal use and testing in medicine. 

#AnimalWelfare #COVID19"	""	2095
Hk06904477	2021-02-08 17:37:32	@IlhanMN Fundraising for support Afghan people  for humanitarian effort to raise charity fund for the poor families in Afghanistan affected by covid19,poverty, hunger.war please donate small amount for humanity. Ppl in Afghanistan selling their kidneys due to poverty in covid19 situation. https://t.co/vo1ydeJ8Jf	Kabul, Afghanistan	16
eslin_malki	2021-02-08 17:37:23	Israeli rabbis are free to travel abroad, not even respecting #covid19 travel rules (like wearing masks), but immigrants’ parents who live abroad cant enter #israel to support them during critical surgery. inhuman, no respect for #Immigrants ! @IDF @netanyahu @iForeignAffairs	""	4
GHS	2021-02-08 17:37:17	"At today's @WHO presser @GaviSeth says #COVID19 variants have taught us:

-Manufacturers must be prepared to adjust, i.e. provide potential booster shots or adaptive vaccines if necessary

-We need better global genomic surveillance

-We must vaccinate high-risk groups everywhere"	NY/Delhi/Rio/Beijing/Nairobi/Joburg/London	85244
GHS	2021-02-08 17:25:00	"""@WHO has an existing mechanism for tracking and evaluating variants of the virus that causes #COVID19. 

It’s vital that countries continue to report these variants to WHO, so we can coordinate global efforts to monitor their impact and advise countries accordingly,"" -@DrTedros https://t.co/JQfCO2Mg7W"	NY/Delhi/Rio/Beijing/Nairobi/Joburg/London	85244
Simon60757718	2021-02-08 17:37:16	#COVID19 Stop trying to down play vaccine and variants because everyone is puzzled why you are letting variants walk off a planes straight into communities.O dear what a dreadful government.	Saint Augustine	1
Simon60757718	2021-02-08 17:33:28	#COVID19 Dido Harding says nobody knew this virus would mutate,today Van Tan says of course everyone knew we would need to tweak the vaccine for any new variants.OMG contradictions,its bloody obvious the vaccine is shite against new variants,stop bullshite please,be honest.	Saint Augustine	1
AllNewsGh1	2021-02-08 17:37:11	@UmaruSanda systems in Ghana not working , contact tracers used to chase suspected persons exposed to Covid19, but now some of us who were exposed to the virus are finding it difficult to get a free Covid test.hmmmm .	""	75
ARHArnprior	2021-02-08 17:37:11	"As the #COVID19 vaccination rollout continues, we will be helping to  share answers to  questions you may have. Today, we're starting with a spotlight on the #Moderna and #Pfizer vaccines currently approved for use in Canada. 

FAQs provided by @RCDHealthUnit https://t.co/QbfFL1pz3q"	""	356
